Store,Date,Weekly_Sales,Predicted_Sales,Residual,Absolute_Error
3,2012-04-27,394616.11,357933.7282,36682.38177,36682.38177
3,2012-05-04,439913.57,477945.82,-38032.25004,38032.25004
3,2012-05-11,431985.36,430191.0403,1794.319696,1794.319696
3,2012-05-18,418112.76,385173.302,32939.45799,32939.45799
3,2012-05-25,413701.29,359697.5664,54003.72357,54003.72357
3,2012-06-01,432268.53,493063.0013,-60794.47131,60794.47131
3,2012-06-08,446336.8,456337.9172,-10001.11723,10001.11723
3,2012-06-15,442074.79,427603.1065,14471.6835,14471.6835
3,2012-06-22,419497.95,390423.2339,29074.71609,29074.71609
3,2012-06-29,422965.33,367937.153,55028.17702,55028.17702
3,2012-07-06,411206.5,434187.2298,-22980.72985,22980.72985
3,2012-07-13,416913.1,407710.0228,9203.077184,9203.077184
3,2012-07-20,432424.85,384302.8089,48122.04108,48122.04108
3,2012-07-27,389427.9,374092.234,15335.666,15335.666
3,2012-08-03,419990.29,447753.9942,-27763.70422,27763.70422
3,2012-08-10,391811.6,436091.6587,-44280.05869,44280.05869
3,2012-08-17,394918.83,433659.7626,-38740.93264,38740.93264
3,2012-08-24,412449.67,422977.4744,-10527.80436,10527.80436
3,2012-08-31,408838.73,430269.4111,-21430.6811,21430.6811
3,2012-09-07,408229.73,383568.8222,24660.90776,24660.90776
3,2012-09-14,407589.16,371949.8522,35639.30779,35639.30779
3,2012-09-21,414392.09,373845.7327,40546.35727,40546.35727
3,2012-09-28,389813.02,401010.0614,-11197.04143,11197.04143
3,2012-10-05,443557.65,375766.4272,67791.22276,67791.22276
3,2012-10-12,410804.39,392850.3783,17954.01169,17954.01169
3,2012-10-19,424513.08,422856.9069,1656.173107,1656.173107
3,2012-10-26,405432.7,450262.5815,-44829.88147,44829.88147
4,2012-04-13,2105301.39,2167339.706,-62038.31554,62038.31554
4,2012-04-20,2144336.89,2131865.387,12471.5027,12471.5027
4,2012-04-27,2064065.66,2111930.516,-47864.85574,47864.85574
4,2012-05-04,2196968.33,2226345.434,-29377.10443,29377.10443
4,2012-05-11,2127661.17,2160657.46,-32996.28982,32996.28982
4,2012-05-18,2207214.81,2122959.121,84255.68865,84255.68865
4,2012-05-25,2154137.67,2103113.462,51024.20846,51024.20846
4,2012-06-01,2179360.94,2229475.476,-50114.53633,50114.53633
4,2012-06-08,2245257.18,2193557.871,51699.30926,51699.30926
4,2012-06-15,2234190.93,2163933.597,70257.33288,70257.33288
4,2012-06-22,2197299.65,2131907.905,65391.74533,65391.74533
4,2012-06-29,2128362.92,2106470.823,21892.09719,21892.09719
4,2012-07-06,2224499.28,2165782.911,58716.36915,58716.36915
4,2012-07-13,2100252.61,2133044.197,-32791.58746,32791.58746
4,2012-07-20,2175563.69,2116555.699,59007.9908,59007.9908
4,2012-07-27,2048613.65,2102874.559,-54260.90896,54260.90896
4,2012-08-03,2174514.13,2179150.821,-4636.690651,4636.690651
4,2012-08-10,2193367.69,2167634.661,25733.02891,25733.02891
4,2012-08-17,2283540.3,2157745.822,125794.4783,125794.4783
4,2012-08-24,2125241.68,2143635.171,-18393.49081,18393.49081
4,2012-08-31,2081181.35,2147147.037,-65965.68707,65965.68707
4,2012-09-07,2125104.72,2112358.37,12746.34983,12746.34983
4,2012-09-14,2117854.6,2084396.433,33458.16673,33458.16673
4,2012-09-21,2119438.53,2098774.183,20664.34736,20664.34736
4,2012-09-28,2027620.23,2120642.889,-93022.65876,93022.65876
4,2012-10-05,2209835.43,2080403.502,129431.9276,129431.9276
4,2012-10-12,2133026.07,2088704.281,44321.78902,44321.78902
4,2012-10-19,2097266.85,2127764.125,-30497.27547,30497.27547
4,2012-10-26,2149594.46,2150954.397,-1359.937473,1359.937473
5,2012-04-13,351832.03,341041.2563,10790.77375,10790.77375
5,2012-04-20,330063.06,299114.2913,30948.76866,30948.76866
5,2012-04-27,324839.74,266061.1121,58778.62792,58778.62792
5,2012-05-04,360932.69,390413.993,-29481.30303,29481.30303
5,2012-05-11,333870.52,344093.0467,-10222.52672,10222.52672
5,2012-05-18,336189.66,298671.7217,37517.93827,37517.93827
5,2012-05-25,341994.48,276609.5099,65384.97007,65384.97007
5,2012-06-01,359867.8,406799.3674,-46931.56742,46931.56742
5,2012-06-08,341704.59,372669.552,-30964.96204,30964.96204
5,2012-06-15,327383.64,338793.1199,-11409.47986,11409.47986
5,2012-06-22,325041.68,303518.102,21523.57801,21523.57801
5,2012-06-29,329658.1,287028.1477,42629.95226,42629.95226
5,2012-07-06,341214.43,343279.0586,-2064.6286,2064.6286
5,2012-07-13,316203.64,315261.4246,942.2153963,942.2153963
5,2012-07-20,321205.12,294366.018,26839.10205,26839.10205
5,2012-07-27,306827.36,285116.8735,21710.48647,21710.48647
5,2012-08-03,324195.17,359287.871,-35092.70104,35092.70104
5,2012-08-10,306759.7,349232.9556,-42473.25562,42473.25562
5,2012-08-17,314014.18,344741.6606,-30727.48056,30727.48056
5,2012-08-24,320831.36,326030.6732,-5199.31317,5199.31317
5,2012-08-31,344642.01,338967.3731,5674.636893,5674.636893
5,2012-09-07,350648.91,297071.7593,53577.15066,53577.15066
5,2012-09-14,299800.67,278931.4523,20869.21766,20869.21766
5,2012-09-21,307306.76,280852.336,26454.42401,26454.42401
5,2012-09-28,310141.68,313511.0518,-3369.371788,3369.371788
5,2012-10-05,343048.29,276806.1296,66242.16044,66242.16044
5,2012-10-12,325345.41,288488.7651,36856.64486,36856.64486
5,2012-10-19,313358.15,318062.0953,-4703.945276,4703.945276
5,2012-10-26,319550.77,348288.6435,-28737.87354,28737.87354
6,2012-04-13,1616394.45,1605613.579,10780.87127,10780.87127
6,2012-04-20,1456073.24,1564938.631,-108865.3914,108865.3914
6,2012-04-27,1456221.1,1534537.115,-78316.01541,78316.01541
6,2012-05-04,1543461.12,1654629.563,-111168.4433,111168.4433
6,2012-05-11,1517075.67,1605404.764,-88329.09355,88329.09355
6,2012-05-18,1513635.64,1561790.275,-48154.63476,48154.63476
6,2012-05-25,1603793.42,1540133.238,63660.18168,63660.18168
6,2012-06-01,1681121.38,1671245.063,9876.316587,9876.316587
6,2012-06-08,1696619.52,1634548.868,62070.65204,62070.65204
6,2012-06-15,1642247.48,1602781.004,39466.47566,39466.47566
6,2012-06-22,1618272.25,1567876.096,50396.15396,50396.15396
6,2012-06-29,1648863.46,1550615.001,98248.45888,98248.45888
6,2012-07-06,1876359.39,1612677.513,263681.8774,263681.8774
6,2012-07-13,1588142.26,1582273.763,5868.497134,5868.497134
6,2012-07-20,1574361.97,1563598.896,10763.07406,10763.07406
6,2012-07-27,1513229.16,1554783.052,-41553.89208,41553.89208
6,2012-08-03,1627274.93,1628784.426,-1509.495852,1509.495852
6,2012-08-10,1588380.73,1617526.302,-29145.5722,29145.5722
6,2012-08-17,1543049.52,1612889.086,-69839.56649,69839.56649
6,2012-08-24,1501095.49,1593258.617,-92163.12694,92163.12694
6,2012-08-31,1577439.81,1605663.428,-28223.61821,28223.61821
6,2012-09-07,1608077.01,1565281.562,42795.44754,42795.44754
6,2012-09-14,1375166.86,1546566.283,-171399.4227,171399.4227
6,2012-09-21,1425603.65,1548407.347,-122803.6973,122803.6973
6,2012-09-28,1369131.46,1580577.117,-211445.6568,211445.6568
6,2012-10-05,1518177.71,1552483.655,-34305.94478,34305.94478
6,2012-10-12,1459396.84,1563139.018,-103742.1781,103742.1781
6,2012-10-19,1436883.99,1595555.593,-158671.6027,158671.6027
6,2012-10-26,1431426.34,1626062.053,-194635.7127,194635.7127
7,2012-04-13,517420.23,584950.5377,-67530.30771,67530.30771
7,2012-04-20,457340.06,544572.9375,-87232.87747,87232.87747
7,2012-04-27,467827.75,533435.362,-65607.61203,65607.61203
7,2012-05-04,465198.89,626290.8186,-161091.9286,161091.9286
7,2012-05-11,460397.41,593831.3385,-133433.9285,133433.9285
7,2012-05-18,468428.3,556655.981,-88227.68099,88227.68099
7,2012-05-25,532739.77,520592.5584,12147.21156,12147.21156
7,2012-06-01,598495.02,657379.5256,-58884.50561,58884.50561
7,2012-06-08,642963.75,637895.3808,5068.369246,5068.369246
7,2012-06-15,666942.02,594765.1583,72176.8617,72176.8617
7,2012-06-22,687344.68,571176.6769,116168.0031,116168.0031
7,2012-06-29,704335.41,551785.0525,152550.3575,152550.3575
7,2012-07-06,805642.61,610313.6142,195328.9958,195328.9958
7,2012-07-13,694150.89,584776.7837,109374.1063,109374.1063
7,2012-07-20,686345.69,560768.275,125577.415,125577.415
7,2012-07-27,686365.4,546985.655,139379.745,139379.745
7,2012-08-03,680954.81,611537.3844,69417.42559,69417.42559
7,2012-08-10,675926.3,605141.1043,70785.19572,70785.19572
7,2012-08-17,642450.4,590986.1407,51464.25927,51464.25927
7,2012-08-24,609099.37,587898.2128,21201.15715,21201.15715
7,2012-08-31,586467.16,592134.4397,-5667.279668,5667.279668
7,2012-09-07,597876.55,539281.3821,58595.16789,58595.16789
7,2012-09-14,541120.2,532081.9293,9038.270709,9038.270709
7,2012-09-21,530842.25,542042.6077,-11200.35766,11200.35766
7,2012-09-28,525545.76,556833.7217,-31287.96168,31287.96168
7,2012-10-05,505830.56,537944.3945,-32113.83453,32113.83453
7,2012-10-12,503463.93,545390.6397,-41926.70973,41926.70973
7,2012-10-19,516424.83,572405.057,-55980.227,55980.227
7,2012-10-26,495543.28,596497.8576,-100954.5776,100954.5776
8,2012-04-13,909989.45,935516.3925,-25526.94254,25526.94254
8,2012-04-20,872288.46,897108.3359,-24819.87594,24819.87594
8,2012-04-27,879448.25,875089.0856,4359.164366,4359.164366
8,2012-05-04,937232.09,989718.0742,-52485.9842,52485.9842
8,2012-05-11,920128.89,931885.9949,-11757.10493,11757.10493
8,2012-05-18,913922.01,891196.2987,22725.71135,22725.71135
8,2012-05-25,895157.44,878101.8544,17055.58559,17055.58559
8,2012-06-01,921161.2,1009809.057,-88647.85716,88647.85716
8,2012-06-08,928820,964190.6495,-35370.64945,35370.64945
8,2012-06-15,916918.7,935132.7637,-18214.06368,18214.06368
8,2012-06-22,899449.65,905855.7004,-6406.050417,6406.050417
8,2012-06-29,878298.22,887461.086,-9162.865965,9162.865965
8,2012-07-06,936205.5,951114.5122,-14909.01215,14909.01215
8,2012-07-13,890488.01,920503.1616,-30015.15162,30015.15162
8,2012-07-20,888834.07,902220.9306,-13386.86063,13386.86063
8,2012-07-27,838227.52,888156.0747,-49928.55466,49928.55466
8,2012-08-03,897076.73,965564.7051,-68487.97512,68487.97512
8,2012-08-10,930745.69,952567.4501,-21821.76006,21821.76006
8,2012-08-17,896613.19,941436.4491,-44823.25912,44823.25912
8,2012-08-24,936373.65,924100.7697,12272.88026,12272.88026
8,2012-08-31,976137.73,930079.5034,46058.22665,46058.22665
8,2012-09-07,932160.37,895717.6386,36442.73142,36442.73142
8,2012-09-14,883569.38,868961.2706,14608.10935,14608.10935
8,2012-09-21,857796.45,882334.55,-24538.09997,24538.09997
8,2012-09-28,884724.41,908336.399,-23611.98898,23611.98898
8,2012-10-05,976436.02,871194.9362,105241.0838,105241.0838
8,2012-10-12,927511.99,879773.6524,47738.3376,47738.3376
8,2012-10-19,900309.75,920180.6674,-19870.91738,19870.91738
8,2012-10-26,891671.44,948727.5901,-57056.15012,57056.15012
9,2012-04-13,578539.86,574226.4216,4313.43843,4313.43843
9,2012-04-20,542819.03,536787.9402,6031.089803,6031.089803
9,2012-04-27,550414.99,511065.6019,39349.38815,39349.38815
9,2012-05-04,586289.08,630626.2389,-44337.15886,44337.15886
9,2012-05-11,592572.3,574861.9184,17710.38165,17710.38165
9,2012-05-18,571463.93,532836.8073,38627.12274,38627.12274
9,2012-05-25,547226,515908.7363,31317.26374,31317.26374
9,2012-06-01,583648.59,644105.3074,-60456.7174,60456.7174
9,2012-06-08,582525.42,604256.9956,-21731.57557,21731.57557
9,2012-06-15,564606.1,576146.2455,-11540.14549,11540.14549
9,2012-06-22,562173.12,540689.9772,21483.14278,21483.14278
9,2012-06-29,544770.7,523394.316,21376.38404,21376.38404
9,2012-07-06,578790.36,586647.0141,-7856.654124,7856.654124
9,2012-07-13,536537.64,558232.7996,-21695.15963,21695.15963
9,2012-07-20,513991.57,538917.4864,-24925.91636,24925.91636
9,2012-07-27,495951,527544.7582,-31593.75823,31593.75823
9,2012-08-03,533887.54,605965.9424,-72078.40241,72078.40241
9,2012-08-10,538713.47,592430.8629,-53717.39293,53717.39293
9,2012-08-17,535153.47,581817.5691,-46664.09909,46664.09909
9,2012-08-24,572887.78,562265.2129,10622.56709,10622.56709
9,2012-08-31,576879.15,570936.7954,5942.354603,5942.354603
9,2012-09-07,565812.29,540193.6996,25618.59036,25618.59036
9,2012-09-14,523427.35,511888.1748,11539.17524,11539.17524
9,2012-09-21,533756.88,517984.4955,15772.38447,15772.38447
9,2012-09-28,516361.06,549887.5897,-33526.52973,33526.52973
9,2012-10-05,606755.3,514063.1274,92692.17264,92692.17264
9,2012-10-12,558464.8,522341.5811,36123.21892,36123.21892
9,2012-10-19,542009.46,562662.6328,-20653.17282,20653.17282
9,2012-10-26,549731.49,590692.7598,-40961.26984,40961.26984
10,2012-04-13,1974687.51,1953388.725,21298.78494,21298.78494
10,2012-04-20,1777166.53,1912760.868,-135594.3377,135594.3377
10,2012-04-27,1712987.56,1902469.588,-189482.0279,189482.0279
10,2012-05-04,1821364.42,2002301.866,-180937.446,180937.446
10,2012-05-11,1792345.3,1961246.815,-168901.5155,168901.5155
10,2012-05-18,1795152.73,1941422.429,-146269.699,146269.699
10,2012-05-25,1830939.1,1904009.048,-73069.94776,73069.94776
10,2012-06-01,1767471.48,2017471.146,-249999.6657,249999.6657
10,2012-06-08,1840491.41,1994809.129,-154317.7194,154317.7194
10,2012-06-15,1811562.88,1962691.789,-151128.909,151128.909
10,2012-06-22,1755334.18,1932135.146,-176800.9658,176800.9658
10,2012-06-29,1707481.9,1904253.683,-196771.7834,196771.7834
10,2012-07-06,1805999.79,1961331.891,-155332.1012,155332.1012
10,2012-07-13,1765571.91,1942444.482,-176872.5717,176872.5717
10,2012-07-20,1869967.03,1909664.306,-39697.27577,39697.27577
10,2012-07-27,1817603.66,1890767.373,-73163.71251,73163.71251
10,2012-08-03,1939440.09,1962847.133,-23407.0425,23407.0425
10,2012-08-10,1880436.94,1965602.548,-85165.60834,85165.60834
10,2012-08-17,1827797.4,1955298.974,-127501.5735,127501.5735
10,2012-08-24,1764984.15,1939728.067,-174743.9166,174743.9166
10,2012-08-31,1650285.54,1951499.882,-301214.3418,301214.3418
10,2012-09-07,1708283.28,1896072.184,-187788.9042,187788.9042
10,2012-09-14,1640168.99,1888238.064,-248069.074,248069.074
10,2012-09-21,1671857.57,1908293.318,-236435.7483,236435.7483
10,2012-09-28,1694862.41,1925550.793,-230688.3833,230688.3833
10,2012-10-05,1758971.38,1901788.277,-142816.897,142816.897
10,2012-10-12,1713889.11,1912197.617,-198308.5069,198308.5069
10,2012-10-19,1734834.82,1928302.481,-193467.6605,193467.6605
10,2012-10-26,1744349.05,1948541.147,-204192.0967,204192.0967
11,2012-04-13,1472752.01,1386814.115,85937.89549,85937.89549
11,2012-04-20,1315356.99,1350193.148,-34836.15843,34836.15843
11,2012-04-27,1236238.29,1316718.187,-80479.89723,80479.89723
11,2012-05-04,1370251.22,1435761.294,-65510.07358,65510.07358
11,2012-05-11,1300147.07,1388824.768,-88677.69824,88677.69824
11,2012-05-18,1352442.31,1344259.223,8183.086835,8183.086835
11,2012-05-25,1297335.87,1318159.03,-20823.16028,20823.16028
11,2012-06-01,1361595.33,1452084.323,-90488.99343,90488.99343
11,2012-06-08,1414343.53,1416069.829,-1726.2987,1726.2987
11,2012-06-15,1417875.42,1387033.556,30841.86418,30841.86418
11,2012-06-22,1355680.3,1350392.008,5288.291506,5288.291506
11,2012-06-29,1297028.6,1329800.832,-32772.23248,32772.23248
11,2012-07-06,1461129.94,1393596.146,67533.79384,67533.79384
11,2012-07-13,1320239.51,1366860.543,-46621.033,46621.033
11,2012-07-20,1344483.81,1345283.635,-799.824986,799.824986
11,2012-07-27,1272395.02,1333910.278,-61515.2575,61515.2575
11,2012-08-03,1399341.07,1407356.708,-8015.637626,8015.637626
11,2012-08-10,1388973.65,1395629.773,-6656.123061,6656.123061
11,2012-08-17,1421307.2,1393219.41,28087.78998,28087.78998
11,2012-08-24,1409515.73,1382084.929,27430.80148,27430.80148
11,2012-08-31,1372872.35,1391853.161,-18980.81146,18980.81146
11,2012-09-07,1304584.4,1342719.342,-38134.94242,38134.94242
11,2012-09-14,1267675.05,1333404.405,-65729.35451,65729.35451
11,2012-09-21,1326132.98,1334460.498,-8327.517617,8327.517617
11,2012-09-28,1227430.73,1360225.181,-132794.4506,132794.4506
11,2012-10-05,1422794.26,1335885.933,86908.3271,86908.3271
11,2012-10-12,1311965.09,1350816.583,-38851.49293,38851.49293
11,2012-10-19,1232073.18,1382330.422,-150257.2422,150257.2422
11,2012-10-26,1200729.45,1408164.187,-207434.7371,207434.7371
12,2012-04-13,1083811.19,1068519.176,15292.01447,15292.01447
12,2012-04-20,1006486.96,1038526.208,-32039.24806,32039.24806
12,2012-04-27,1004252.38,1025871.083,-21618.70349,21618.70349
12,2012-05-04,1073433.69,1128130.21,-54696.5199,54696.5199
12,2012-05-11,1041995.22,1091967.165,-49971.9455,49971.9455
12,2012-05-18,1020486.05,1068166.394,-47680.34391,47680.34391
12,2012-05-25,991514.21,1027211.15,-35696.94008,35696.94008
12,2012-06-01,981345.2,1141322.465,-159977.2654,159977.2654
12,2012-06-08,1086231.47,1118466.652,-32235.18204,32235.18204
12,2012-06-15,1019555.51,1085057.331,-65501.82098,65501.82098
12,2012-06-22,981386.25,1063824.481,-82438.23124,82438.23124
12,2012-06-29,943124.74,1030387.502,-87262.76218,87262.76218
12,2012-07-06,1014898.78,1119602.436,-104703.6565,104703.6565
12,2012-07-13,960312.75,1108438.222,-148125.4721,148125.4721
12,2012-07-20,941550.34,1065363.642,-123813.3017,123813.3017
12,2012-07-27,916967.92,1064685.261,-147717.3408,147717.3408
12,2012-08-03,958667.23,1123519.79,-164852.5601,164852.5601
12,2012-08-10,984689.9,1130132.044,-145442.1441,145442.1441
12,2012-08-17,1005003.12,1121787.973,-116784.8532,116784.8532
12,2012-08-24,1048101.39,1099283.437,-51182.04693,51182.04693
12,2012-08-31,1061943.49,1110868.587,-48925.09662,48925.09662
12,2012-09-07,955146.04,1061290.736,-106144.6963,106144.6963
12,2012-09-14,885892.37,1052720.469,-166828.0989,166828.0989
12,2012-09-21,922735.37,1064015.813,-141280.4428,141280.4428
12,2012-09-28,880415.67,1076234.563,-195818.8933,195818.8933
12,2012-10-05,979825.92,1082980.586,-103154.666,103154.666
12,2012-10-12,934917.47,1082447.93,-147530.4596,147530.4596
12,2012-10-19,960945.43,1099069.585,-138124.1555,138124.1555
12,2012-10-26,974697.6,1118231.601,-143534.0011,143534.0011
13,2012-04-13,2057637.86,2022367.76,35270.10017,35270.10017
13,2012-04-20,1955689.12,1983920.285,-28231.16465,28231.16465
13,2012-04-27,1970121.65,1978350.312,-8228.662233,8228.662233
13,2012-05-04,1995994.51,2062448.336,-66453.82571,66453.82571
13,2012-05-11,2080764.17,2028080.515,52683.6554,52683.6554
13,2012-05-18,2131900.55,2007363.732,124536.8181,124536.8181
13,2012-05-25,2043349.41,1962016.594,81332.81621,81332.81621
13,2012-06-01,2035431.39,2085707.706,-50276.31551,50276.31551
13,2012-06-08,2182437.9,2063950.04,118487.8604,118487.8604
13,2012-06-15,2152229.11,2022966.695,129262.4149,129262.4149
13,2012-06-22,2094373,2004336.922,90036.07766,90036.07766
13,2012-06-29,2037663.71,1992905.066,44758.64361,44758.64361
13,2012-07-06,2184980.35,2052936.791,132043.5591,132043.5591
13,2012-07-13,2002750.99,2037395.791,-34644.80118,34644.80118
13,2012-07-20,2053089.32,1998855.115,54234.20492,54234.20492
13,2012-07-27,1914430.53,1991314.098,-76883.56784,76883.56784
13,2012-08-03,2044148.23,2064976.102,-20827.87214,20827.87214
13,2012-08-10,2041019.92,2054297.361,-13277.44082,13277.44082
13,2012-08-17,2095769.18,2043385.314,52383.86639,52383.86639
13,2012-08-24,2059458.25,2037086.365,22371.88496,22371.88496
13,2012-08-31,2073855.42,2042962.076,30893.344,30893.344
13,2012-09-07,2165796.31,1977702.604,188093.7061,188093.7061
13,2012-09-14,1919917.03,1975077.829,-55160.79853,55160.79853
13,2012-09-21,1938379.66,1986481.617,-48101.95721,48101.95721
13,2012-09-28,1927664.11,1995537.372,-67873.26236,67873.26236
13,2012-10-05,2041918.74,1964645.23,77273.51031,77273.51031
13,2012-10-12,1999079.44,1971374.896,27704.54379,27704.54379
13,2012-10-19,2018010.15,1988080.291,29929.85906,29929.85906
13,2012-10-26,2035189.66,2002020.126,33169.53442,33169.53442
14,2012-04-13,1912909.69,2063874.068,-150964.378,150964.378
14,2012-04-20,1875686.44,2053237.549,-177551.1088,177551.1088
14,2012-04-27,1784029.95,1995260.888,-211230.9382,211230.9382
14,2012-05-04,1949354.29,2106405.05,-157050.7599,157050.7599
14,2012-05-11,1987531.05,2080929.444,-93398.39448,93398.39448
14,2012-05-18,1932233.17,2052872.26,-120639.0896,120639.0896
14,2012-05-25,2030869.61,2016032.412,14837.19829,14837.19829
14,2012-06-01,2049485.49,2158695.856,-109210.366,109210.366
14,2012-06-08,2099615.88,2099880.035,-264.1548711,264.1548711
14,2012-06-15,1905733.68,2081116.085,-175382.4051,175382.4051
14,2012-06-22,1660228.88,2053041.118,-392812.2378,392812.2378
14,2012-06-29,1591835.02,2024642.659,-432807.6394,432807.6394
14,2012-07-06,1862128.95,2091362.181,-229233.2309,229233.2309
14,2012-07-13,1544422.35,2060164.883,-515742.5327,515742.5327
14,2012-07-20,1553250.16,2036299.996,-483049.8357,483049.8357
14,2012-07-27,1479514.66,2014718.501,-535203.8407,535203.8407
14,2012-08-03,1656886.46,2083501.939,-426615.4787,426615.4787
14,2012-08-10,1648570.03,2077732.572,-429162.5419,429162.5419
14,2012-08-17,1660433.3,2065597.63,-405164.3301,405164.3301
14,2012-08-24,1621841.33,2057504.862,-435663.5318,435663.5318
14,2012-08-31,1613342.19,2065289.633,-451947.4432,451947.4432
14,2012-09-07,1904512.34,2020208.787,-115696.4472,115696.4472
14,2012-09-14,1554794.22,2005799.212,-451004.9921,451004.9921
14,2012-09-21,1565352.46,2013830.833,-448478.3728,448478.3728
14,2012-09-28,1522512.2,2029638.936,-507126.7357,507126.7357
14,2012-10-05,1687592.16,1999511.962,-311919.8016,311919.8016
14,2012-10-12,1639585.61,1999046.152,-359460.5419,359460.5419
14,2012-10-19,1590274.72,2026351.868,-436077.1478,436077.1478
14,2012-10-26,1704357.62,2055973.417,-351615.7972,351615.7972
15,2012-04-13,558585.13,569856.2507,-11271.12069,11271.12069
15,2012-04-20,534780.57,558472.0612,-23691.4912,23691.4912
15,2012-04-27,527402.62,494093.317,33309.30298,33309.30298
15,2012-05-04,577868.38,621295.9212,-43427.5412,43427.5412
15,2012-05-11,579539.95,589716.5094,-10176.55938,10176.55938
15,2012-05-18,600050.98,560666.4437,39384.53627,39384.53627
15,2012-05-25,693780.42,541507.636,152272.784,152272.784
15,2012-06-01,663971.26,667728.6823,-3757.422284,3757.422284
15,2012-06-08,611390.67,613020.925,-1630.254999,1630.254999
15,2012-06-15,636737.65,595803.9563,40933.69372,40933.69372
15,2012-06-22,687085.6,576964.2118,110121.3882,110121.3882
15,2012-06-29,624099.48,534838.0112,89261.46876,89261.46876
15,2012-07-06,678024.75,600996.727,77028.02303,77028.02303
15,2012-07-13,591335.5,571947.8979,19387.60208,19387.60208
15,2012-07-20,592369.22,556004.9596,36364.2604,36364.2604
